doctor_id,user_id_fk,phone_number,specialty,license_number
150,150,87708122,Ophthalmology,67fdba91-339d-4848-a66f-bc9e42919076
151,151,93633246,Otorhinolaryngology (ENT),457addc9-f91e-4f40-af4c-afa500028ee3
152,152,93256624,Dermatology,12102fb3-3142-4210-b304-239b7af7fbbf
153,153,94542578,Cardiology,59b45614-2e98-48fc-891d-d36ab2eedf76
154,154,86111867,Ophthalmology,f1e8f6e8-c785-49de-96fe-9462c3a9dc5f
155,155,91216320,General Practitioner,56817457-d514-4c46-867a-51b0a07e0759
156,156,97747259,Internal Medicine,7e80de17-f531-44e4-b73a-53edf6979090
157,157,88659622,General Practitioner,69ff8b9c-98f3-4532-b934-c29f1c23fd3e
158,158,83765221,Paediatrics,41d66af3-9852-4d16-bc70-90409eb07dd8
159,159,96627605,Internal Medicine,3e620ae8-d8cb-4ad1-8435-ba8265252c87
160,160,86741630,Ophthalmology,c6e363b0-47c9-4e45-a202-4b68daba8b24
161,161,88611698,Paediatrics,c216532d-f2cf-45b0-a7dc-10ddd0e349ea
162,162,87216364,Internal Medicine,5f90737f-fa75-4c42-af36-60c9cbc9f868
163,163,83482117,Paediatrics,4ec0cda4-422c-40e6-9aac-a520c52a48ea
164,164,97055672,General Practitioner,2665b361-09ec-46eb-8f41-de1843ddbd13
165,165,87228684,Orthopaedics,e1050bac-ec18-4ad3-b0aa-530ab8b694b7
166,166,83063997,Internal Medicine,d1add313-b0e9-4c63-881a-ba2e8e26f4cf
167,167,81399109,Orthopaedics,a9f0b8f8-e00f-4e4d-a18c-c6f2afb81f89
168,168,93329079,Cardiology,4fb4fbdc-0489-43d4-80ed-4c9837c7d610
169,169,96383558,Otorhinolaryngology (ENT),267b3740-5544-436d-a013-03751131bffc
170,170,98308332,Obstetrics and Gynaecology (O&G),96da9647-8fb1-47ec-8119-6a6c7c1fb48b
171,171,99745037,Internal Medicine,576bf56c-53e9-4006-971a-124e364119db
172,172,91530359,General Practitioner,47f0532c-64cd-414c-96a7-a8d12671be6b
173,173,97178959,General Practitioner,cfdec376-e44d-4548-8e33-496a5093eda6
174,174,88318459,Paediatrics,6316e1c5-0e0c-4df0-a09c-34a83c715b3d
175,175,95981649,Paediatrics,526e3908-0c07-4840-8eb4-22e37e6f69d3
176,176,91975590,Otorhinolaryngology (ENT),71461f5d-ed4b-4ece-81a9-1ebaf1d72126
177,177,97335965,Paediatrics,03faff23-d18f-4fed-827e-054c85c04d29
178,178,85553519,Ophthalmology,bd3d28f3-c779-485d-bbd2-8354737b8446
179,179,97707730,Otorhinolaryngology (ENT),27354aeb-ff9d-48c8-8a6f-94b4b8743b22
180,180,96141142,General Practitioner,276bd154-1f15-4542-b140-607d151e3065
181,181,89645388,Orthopaedics,97949b63-9c97-41ae-bc1f-c37945c3fde5
182,182,94570952,Obstetrics and Gynaecology (O&G),fe1abfc3-c1e9-4a64-8750-8d388e8d1eee
183,183,87700952,Family Medicine,cdb08526-0ea3-44b9-8f85-5d959f77e5f2
184,184,89488680,Otorhinolaryngology (ENT),de4c5598-6f45-4f78-afc3-1e8b758c190b
185,185,98001009,Internal Medicine,b9101233-70da-4619-9f5a-a8fd0ba8215f
186,186,95343467,Otorhinolaryngology (ENT),ffa25b3b-f83a-4d39-b409-4ef4fa9a30b6
187,187,92449445,General Practitioner,63c1191d-03f4-4e68-b460-8957bd898715
188,188,89314839,Internal Medicine,84451a00-1561-48e1-850c-0cc87ba5c005
189,189,92179208,General Practitioner,ce16037e-d535-4d38-a7fa-0fec7886fade
190,190,90577731,Paediatrics,377ef281-a8cf-461b-bc37-23d5d245cdcc
191,191,98574056,Obstetrics and Gynaecology (O&G),e59823f5-a8af-4cb6-ba8c-e31320a51180
192,192,92368377,Paediatrics,92539714-08da-4c58-8544-bc8252c1afdb
193,193,90912306,Cardiology,98821906-c020-4095-9700-a008dc20dbc8
194,194,93225590,Family Medicine,e877a06d-ed5d-47be-a5cc-713adb8e7e76
195,195,91584083,Dermatology,10de4a39-364e-47a8-a8fa-f84c5546b1b1
196,196,96940812,Otorhinolaryngology (ENT),298321b9-04cd-487b-a529-8880e4968ccb
197,197,92519518,Internal Medicine,d32f1904-2ae8-4c06-b82e-236deeb9753a
198,198,91238178,Ophthalmology,721882ec-6de5-4ec4-b453-8bda414d632e
199,199,88377530,Dermatology,0c672100-4297-4d03-8445-3a61ae318865
200,200,95718408,General Practitioner,e49b075b-f6c0-40c8-b8e3-6f64a8c93d76
201,201,88575712,Orthopaedics,361e55e8-547b-4199-9a03-e499a0c8bb07
202,202,92896538,Obstetrics and Gynaecology (O&G),7ee69f9e-e742-41b5-ae0f-aff7dd97fb2d
203,203,80819398,Family Medicine,1dbb87f2-eaff-471f-82f2-67709611767f
204,204,91346092,General Practitioner,a9744f67-5579-4df7-b45f-d277bd0d7502
205,205,84817330,Dermatology,b864cef6-c7c8-4c27-a376-9be2c5c83190
206,206,87764353,Cardiology,9e8da070-eac5-48f5-896c-879897e6e83d
207,207,96691442,Obstetrics and Gynaecology (O&G),5b31cef5-3375-405b-ae92-644603bba5bc
208,208,95552787,Obstetrics and Gynaecology (O&G),6c2b67b0-03c6-4775-a990-19c6ce79dca7
209,209,85775174,Ophthalmology,9c0c94dd-cf5d-4c2c-9609-e0b95d0c9f2e
210,210,96528005,Obstetrics and Gynaecology (O&G),84e30cc2-5cc1-49e4-85f5-0ee52f2f4fc0
211,211,89781937,Ophthalmology,a753cffb-31b9-4ae3-aa7a-4fe9227b18b4
212,212,99273688,Paediatrics,a3dda3f7-95e4-4f34-8b94-f5bf660d9c3c
213,213,90674454,Dermatology,48121565-5c9d-4e11-840f-7ada99e93877
214,214,86881381,Ophthalmology,15c23869-c1d7-40e0-82ef-1b8a73dfa518
215,215,80586272,Otorhinolaryngology (ENT),04b89869-f229-4c72-9593-3c7c1550991a
216,216,91467108,Dermatology,094ad7f3-4d08-4225-ac5f-fa5ef5d24b19
217,217,91486888,Otorhinolaryngology (ENT),a071bf72-d424-4dea-b97d-303b4dc96ba5
218,218,81020822,Dermatology,93249ad0-b107-4cae-9325-9c06dd5c05da
219,219,81201195,General Practitioner,6fa45e72-48c3-4d69-9f2a-7789bfad5ea9
220,220,98950878,Otorhinolaryngology (ENT),a4feef9e-d6b0-4c0a-a93e-d34ae73d327a
221,221,83127431,Otorhinolaryngology (ENT),218897f2-83f3-438e-907e-7a4da0dfca91
222,222,81504365,Family Medicine,29047603-332d-4c73-821f-42159aa31844
223,223,90892863,Otorhinolaryngology (ENT),821d556a-8052-41eb-b63d-148d66536cf3
224,224,87263141,Family Medicine,7764ad5b-95c0-4510-95f6-c44ce4a45f42
225,225,89647378,Otorhinolaryngology (ENT),57463136-763e-4a2c-b972-f515bbe3bd6f
226,226,82068366,Ophthalmology,eb147222-2f9c-45d0-a1bc-b773534a99fb
227,227,81602925,Cardiology,3d73e4c8-c41d-4348-bd12-7bcdbe1c36e5
228,228,95999267,Ophthalmology,80d05de8-ad81-4af4-ac57-94857c0b99c2
229,229,81193924,Cardiology,6c79b591-f922-4d23-b810-a62ba2b77851
230,230,82968019,Family Medicine,08aafd02-2f34-4dcb-9b88-78f02e486c44
231,231,91301827,Family Medicine,049dcc0d-ec6c-47b9-90bc-fd722acc6861
232,232,80440284,Orthopaedics,16c85943-a838-4d93-8696-c7780dfba06d
233,233,96295167,General Practitioner,260fed0b-3e92-4d34-a6a3-1c84105fbbb5
234,234,94711126,Internal Medicine,acd022e0-3038-4179-9093-dd02db7d45d5
235,235,85058361,Internal Medicine,a4822636-f8a5-4952-a0b0-018d0fe86610
236,236,81126948,Cardiology,66762c8a-b2a4-4e80-a27e-58d72b24db2f
237,237,90506356,Obstetrics and Gynaecology (O&G),986b3c24-114f-4ef7-a2e2-38499ad4edd1
238,238,87543662,Otorhinolaryngology (ENT),a2893fa3-9a8d-4226-8460-80d14e1afcfe
239,239,85087672,Paediatrics,c112e9eb-4c49-4e62-9f7e-d600a51e8bfe
240,240,99425095,General Practitioner,24f4f3e6-792f-4f86-a5fe-6d02dc5518e9
241,241,83035957,Family Medicine,c7e0c50f-8884-44b6-9c0e-581f716add9c
242,242,99330452,General Practitioner,cf29eec2-36dc-405a-9eec-626695091045
243,243,99974658,Ophthalmology,2759c5bc-b09e-4d51-b82d-7c92f77be915
244,244,98307099,Paediatrics,7e7cfe7f-7986-4047-95f9-095ce484a4a6
245,245,91841892,General Practitioner,21750594-7abb-4a74-a4fa-5678042ebf79
246,246,84279327,Ophthalmology,b79c30ba-cd20-4322-a921-2e1298698215
247,247,82916212,Otorhinolaryngology (ENT),f42f4b22-a44d-40f8-81c0-6b96b52209e0
248,248,83764038,Dermatology,fadff1cc-91a9-4832-81a8-1e3b0663bf7e
249,249,90853706,Orthopaedics,2c2d5053-e8c2-4bb3-9e43-843eb40caea5
250,250,82213468,Obstetrics and Gynaecology (O&G),7ae12b31-f2b9-4f89-a3d9-8368422dce1b
251,251,90565658,Cardiology,6931a3be-28e3-45a8-9984-c3c622202501
252,252,81987884,Dermatology,ecc97672-7099-4232-a6d3-d076622b1ca9
253,253,88677489,Orthopaedics,9f9e50b6-1e62-4ea0-bc66-0fad35218bbe
254,254,98084194,Otorhinolaryngology (ENT),5c685c15-3694-4c3a-ae20-d4ca8584edb0
255,255,88100468,General Practitioner,d46a693b-a8fe-4210-8e5a-3816ea0d88cd
256,256,87018470,Dermatology,f292887d-240d-4c5e-ba18-545df997481b
257,257,94404004,Orthopaedics,3cf83116-8000-4f1f-9bb7-66cba1292e04
258,258,86557298,Paediatrics,120e9630-1020-4f04-a553-0f25213ebf14
259,259,96352151,Obstetrics and Gynaecology (O&G),106337a3-ab53-45b0-b6da-125ab58fb0d3
260,260,87620260,Internal Medicine,8bc9aee9-54cc-4758-b61c-2458fcf3f2f2
261,261,81482707,Family Medicine,8c133e96-e67a-44ba-b4c6-713ac238af02
262,262,85916617,Family Medicine,c91506f5-4330-432f-92bf-fe85630e77ae
263,263,89358451,Paediatrics,5c3407fb-ba24-4664-bc31-2513dd9845c9
264,264,89793581,Otorhinolaryngology (ENT),f2b1b27d-1041-461f-8e0c-46b589c80824
265,265,90883776,Orthopaedics,cf2b61c7-a58d-4c88-96af-68a25713b823
266,266,90378772,General Practitioner,0b42b9fe-2afa-4e1c-912f-3e1d8d7d805e
267,267,92169428,General Practitioner,197a87f6-7492-48b4-a879-da09707ad783
268,268,90401003,Ophthalmology,6b4c53b3-8f63-4e18-a845-fa7f90887bee
269,269,83527359,Otorhinolaryngology (ENT),ad4830ad-e1ff-45c1-b887-21c5b7de2fed
270,270,84627650,Orthopaedics,ef7a77b3-2266-4845-9f99-3b96aabf97b7
271,271,82743081,Obstetrics and Gynaecology (O&G),925cb0d8-ba6e-4dca-9ed6-5a9880de99be
272,272,90087105,Cardiology,4e433f53-65eb-422a-b31f-c4e26ae81a3b
273,273,85655435,Ophthalmology,5da1cfaa-75af-4be3-aef9-8c602b60fbe9
274,274,85690843,Otorhinolaryngology (ENT),ffc73524-f49a-4230-90d7-b65e51116ebe
275,275,82048597,Orthopaedics,63cbc075-fb53-4aae-a81c-0dbe2e3e124a
276,276,88762361,Orthopaedics,7943e8d3-a3e1-4d8e-96e7-6fc89cf1d958
277,277,82410918,Cardiology,7779ec58-ab72-455b-80c5-41ebc9e5a22d
278,278,98130531,General Practitioner,69781193-9378-414a-bff5-6d7e0d5e00e4
279,279,84475776,Paediatrics,6e18c05d-dcaf-4ab6-b17d-eacdc22956bf
280,280,90887537,Orthopaedics,bda571be-220a-4b73-872a-ee5465253817
281,281,99242253,Dermatology,187816ff-8b4c-4bf2-b8e8-1ca8f3d1bdb6
282,282,97810068,Orthopaedics,3b2e4bd6-3e78-4a1f-9604-79db94efe4af
283,283,92213290,Orthopaedics,3909b076-29f7-482b-a1ed-2781172fce9b
284,284,86128457,Otorhinolaryngology (ENT),5cde2c46-07c8-4fc7-82bf-3a98c8c3950f
285,285,98172726,Cardiology,908e75c6-298b-4bf8-ad29-3f5a8be44aeb
286,286,98461303,General Practitioner,b82959fd-1f49-40ce-854d-f328e9ee15b4
287,287,94147304,Internal Medicine,4f729f29-e052-4552-9fee-d4490f8a1488
288,288,88292666,Obstetrics and Gynaecology (O&G),24b23ab1-206f-490e-8899-478b8cfe0017
289,289,83083244,Otorhinolaryngology (ENT),12887a32-5fe9-4c35-8720-bc3db4804eb0
290,290,88164070,Cardiology,0d4ebafb-bc72-4c4a-93b0-7d0c7b1740db
291,291,97374083,Family Medicine,31ef42d3-fd94-482e-9186-1b0113e043e3
292,292,98402023,General Practitioner,31502bcb-a8dc-4819-8ebc-89c1c76688ac
293,293,99144351,Paediatrics,a3883395-ca9b-4266-934a-e44d34be6fb1
294,294,87188726,Obstetrics and Gynaecology (O&G),ae9c390e-1dc1-438d-a84a-5908dfa5db56
295,295,99955594,Orthopaedics,a6756380-ef95-4fc8-8971-b506d8c5ddbc
296,296,90368559,Ophthalmology,f5c65768-93bb-47f0-ade2-6af2fc40e908
297,297,91218201,Dermatology,0c82001d-7628-4f8f-ad37-a42633e3fffc
298,298,91992063,Cardiology,d9072b8d-6c3c-47e9-af40-309c6fd9145c
299,299,92166370,Orthopaedics,f95d1715-57b4-46c3-85cc-d7fb4500486e
300,300,85514180,Obstetrics and Gynaecology (O&G),09b1bd03-9b04-457a-888b-946e5c03b55f
301,301,85442778,Otorhinolaryngology (ENT),9f9b3971-86b3-4726-85c3-40a7ad02578e
302,302,86151336,Obstetrics and Gynaecology (O&G),10641aa6-112a-4cbc-b22e-8df87f6757ca
303,303,97402394,Obstetrics and Gynaecology (O&G),8608e1a4-5d71-46a2-ac23-948252be60d8
304,304,88280084,Internal Medicine,ad296d71-e919-4132-960f-fc5bc58ae6d0
305,305,82440399,Cardiology,d5af3213-6f85-40b0-b3ba-2384bece7049
306,306,88482592,Otorhinolaryngology (ENT),f50f7979-ae48-4bef-bd23-d94178cbad5b
307,307,82422486,General Practitioner,7472b3d5-c339-4f05-8bb6-0dfe61ec2b5a
308,308,82262127,Orthopaedics,14f5ac6b-06e4-4ad0-99c1-6d8f6136d13b
309,309,89135340,Obstetrics and Gynaecology (O&G),ef8f8af2-f9dc-4743-b55b-f74440f9942e
310,310,84043446,Orthopaedics,6f2f4eb4-2dc2-49b4-9f65-94924e82eadf
311,311,87376588,Dermatology,22d60877-b9ea-4831-a2a4-5172b267efc7
312,312,94704921,Otorhinolaryngology (ENT),2161aca9-dd1b-4c81-a792-fa2856e7b1ad
313,313,98928587,General Practitioner,7794a2ef-0c1b-4ad1-8405-358cfbc96d27
