doctor_id,user_id_fk,phone_number,specialty,license_number
45,7544,89706662,Cardiology,62fd0900-97b8-45f9-8fd7-6a24d72600ba
46,7545,86728691,General Practitioner,1155ab2b-9830-4e5c-a569-0b9e785231b3
47,7546,81590588,Orthopaedics,f460c5f9-c6aa-4d71-864a-823a8c4c725e
48,7547,88425958,Obstetrics and Gynaecology (O&G),f11d1686-c29d-4e4c-b120-d948d4583b46
49,7548,92722754,General Practitioner,578e6a28-a150-4145-bfba-b3a1f8fa84d9
50,7549,94978649,Family Medicine,8da085ba-8548-4dcd-aa16-b2cde2839135
51,7550,93770374,General Practitioner,4ecf1ce1-7bb6-4ad6-88b3-9cb338ff0a74
52,7551,88044694,Family Medicine,7f04d50d-cc75-4fa6-a32f-91e3140bdbcf
53,7552,82769601,Internal Medicine,7f76b7fc-17bd-428b-af91-19605e583d44
54,7553,89045336,Obstetrics and Gynaecology (O&G),793a1392-701d-40af-aef8-4a5395bf96e1
55,7554,95496371,Family Medicine,b0cdd938-63b5-4679-9587-669a0967f1fc
56,7555,80953276,Obstetrics and Gynaecology (O&G),38ad8622-93de-4bd6-9769-ba66a03694d4
57,7556,87399468,Ophthalmology,20e5783f-b7be-4486-ab75-617f05fb65e2
58,7557,95162867,Paediatrics,0a7cddd4-58d9-41f6-a1e8-0bab0f8f8da3
59,7558,88292548,Otorhinolaryngology (ENT),337774e9-e798-445c-a7c4-73be58818f88
60,7559,91426730,Family Medicine,3dfa1a3d-9f98-4ba4-88d6-972883cf7963
61,7560,99503861,Orthopaedics,1baa02e3-7576-4fc5-b6ea-8d190a4c3a1b
62,7561,92176094,Paediatrics,5bf1803f-ebe5-4140-be74-4efaba5e8432
63,7562,81904945,General Practitioner,13b7d622-78a3-4ac7-ab80-3baf2bd996ec
64,7563,90083560,Dermatology,70d8774f-602f-4bc6-8e93-d130e51bfed4
65,7564,87170465,Dermatology,5e4b05d2-6236-4645-b0c4-5ff5c9d262be
66,7565,85477084,Dermatology,9f6ea33b-a6df-40f9-ba7f-1f0d63c5a2f1
67,7566,82881079,Dermatology,280839ef-f582-49ef-807c-8a4bca74e1f5
68,7567,95557659,Family Medicine,a430dcc6-9982-4b2d-bd43-704c93962457
69,7568,80101817,General Practitioner,0528b5b8-74ba-4f2d-860c-b13115bf8219
70,7569,98978556,Internal Medicine,844db920-ad6c-4dc8-a423-2019e302d086
71,7570,99740944,Dermatology,1255314d-9d8c-40a0-aa3f-929c8867f331
72,7571,81588027,Obstetrics and Gynaecology (O&G),0189f407-17c0-4d0a-a83a-66aa5cfc65d6
73,7572,97907475,Internal Medicine,0b89e453-f0e5-4066-a739-d35529cb8068
74,7573,90031000,Obstetrics and Gynaecology (O&G),0072bc92-71a3-4632-9bdb-2364f0df7e42
75,7574,94354639,Orthopaedics,810f1d6b-3040-4574-88e4-6c9a5de30947
76,7575,95128095,Otorhinolaryngology (ENT),e10508e3-168d-4826-9808-1435c29fef43
77,7576,95932970,General Practitioner,69d8feff-2b38-4c16-90c4-02cd9dcc43f7
78,7577,98724747,General Practitioner,2d6b557b-c157-422f-8544-6a68df7de09b
79,7578,93746734,Internal Medicine,89164374-8cb6-46e3-89ab-8204cd9e731d
80,7579,95800518,Ophthalmology,e6db7c76-36f7-4476-be72-014d5d0a1d29
81,7580,95531907,Otorhinolaryngology (ENT),4e8451fa-e021-487b-831d-141ce3c665bc
82,7581,96035747,General Practitioner,9ad69636-e1a0-430b-9f3a-37f19fccee26
83,7582,94176747,Orthopaedics,171c5973-9397-45a0-b013-5452980ece7b
84,7583,89551918,Orthopaedics,f12d41ec-d0c2-4931-8b39-99c17bc72dd4
85,7584,92310716,Ophthalmology,027ef1ed-2bfd-48de-969a-a71f2be930e2
86,7585,80931589,Internal Medicine,f47478c7-2d70-4467-96cc-5614020fcda0
87,7586,99156407,Family Medicine,9ba79910-4255-43e3-924d-e2958be3e0e3
88,7587,96826348,Internal Medicine,33e2aecc-57f3-4e4b-8aec-e9862780b346
89,7588,86896329,Paediatrics,e62358d0-e1d4-4ebc-a682-9afc5af60f3d
90,7589,97533636,Paediatrics,12ba8c53-3fa2-4ba6-ab93-1c8586d8509b
91,7590,99537590,Otorhinolaryngology (ENT),622888fd-2caa-4a25-a80c-19e2d6f8c8ee
92,7591,87234054,Obstetrics and Gynaecology (O&G),607d461d-bce2-48c4-80b3-f92b25efa2ae
93,7592,81747554,Cardiology,86f70f9e-301c-4e4e-bb37-d93c1dfd06e0
94,7593,99669745,General Practitioner,ec667e5d-37b5-4243-9c13-e4d0b298ff89
95,7594,83661554,Dermatology,8f8fee44-00e1-4af8-8e34-f9ebd692a12f
96,7595,85245682,Dermatology,03239e7f-18c3-47d9-9b4f-ee0557e45f7d
97,7596,92042488,Paediatrics,d041793b-388d-4af8-afaf-a05a6c44eae2
98,7597,84073209,Ophthalmology,7994f7f3-53d2-48ff-b78f-2a7aba48aa3a
99,7598,83998326,Dermatology,d6878172-c174-4b83-abca-4da053a196b2
100,7599,88745705,Family Medicine,14667c44-0631-425b-bd3f-6c72d4ef0876
101,7600,89197597,Family Medicine,324bb35a-1896-4480-9b56-bd491dda9b52
102,7601,94807325,Orthopaedics,0df428cf-17a4-4825-8ad9-e6862d447b46
103,7602,88006344,Cardiology,9204b057-85e5-480a-8280-b2ea37727183
104,7603,82022847,Paediatrics,246f1e71-8355-4fce-afc0-ce38e2a5c3eb
105,7604,82077242,Orthopaedics,1bb259c4-d053-4797-b467-8b8d7663fbdc
106,7605,91923823,Dermatology,37099896-d72f-4de9-ae9a-086ff7bda9f2
107,7606,90798973,Orthopaedics,2169f0bd-d8b6-448a-b4a3-383e117dbc1f
108,7607,98293532,General Practitioner,27c2dbc2-b06d-41e6-b18b-189bd6e8d6a3
109,7608,82001743,Cardiology,b0a15b30-45d8-4f2e-96ff-27c099e44626
110,7609,97525250,Obstetrics and Gynaecology (O&G),d457e2ce-bdeb-498f-9d8a-1c6abd73b8af
111,7610,93910163,Obstetrics and Gynaecology (O&G),9267b6a4-347a-446d-8e4d-4caed075a95f
112,7611,89471956,Otorhinolaryngology (ENT),b546e4d7-3e93-4aeb-b421-e3e7f8d5a4a1
113,7612,83523310,Otorhinolaryngology (ENT),9fe7a9b9-8310-4909-bce2-44c3590ec68a
114,7613,90808965,Obstetrics and Gynaecology (O&G),3e9094c8-60f0-40ba-946f-557927bf1680
115,7614,82582008,Paediatrics,e9f0a461-cce6-4c4e-9025-5d1c84e28ec5
116,7615,88335148,Cardiology,f395cd85-2877-429a-82fc-9c3903e2a887
117,7616,88472931,Dermatology,d1a87828-c093-4c74-a21f-2127aba71925
118,7617,98473076,Internal Medicine,26d5b6a2-f624-41ba-b64d-3fc2a494a345
119,7618,99912343,Ophthalmology,419de395-a86b-4170-9844-d735ed9a9ddc
120,7619,85023616,Ophthalmology,28cddf30-fc0b-4f3c-a42d-c9cbbca4f4fa
121,7620,82957135,Family Medicine,30ec478b-2af0-4e2f-9c77-7eff704e166c
122,7621,90635100,Internal Medicine,e79a074a-9814-45c2-951c-5bd3472fb3fe
123,7622,81243299,Family Medicine,593042ef-8d40-4359-8c1a-6d63f097fac9
124,7623,80890748,Family Medicine,c0d61dac-da3b-46c4-a3b1-bd93873faa07
125,7624,83164579,General Practitioner,cadf529a-5247-41c6-95e9-011e4a1c5c6e
126,7625,97792550,Otorhinolaryngology (ENT),4354dadd-c115-4e6e-a860-ff9b46b0b9e8
127,7626,91651492,Dermatology,c8cbb8ad-9a2f-44f9-9262-32f4b9aa891e
128,7627,84800632,Orthopaedics,4251f77e-cda8-49c0-b42a-d998ce2e65a8
129,7628,90087884,Internal Medicine,ae4a97bb-a3e8-47b0-a7d4-2025b6f56ef2
130,7629,94767151,Family Medicine,451156e4-b980-45f7-afc4-d3370d98a6e2
131,7630,94978226,General Practitioner,00286cef-edcc-4388-9448-cd7e201f9394
132,7631,88276585,Ophthalmology,95d1d437-6f4e-433c-b4aa-320240f789b9
133,7632,86353400,Cardiology,4f0f9af7-41e0-4080-b481-b284a3f8a289
134,7633,89691797,Obstetrics and Gynaecology (O&G),594f3dfe-0755-424c-8e27-0ef66e30611a
135,7634,81391497,Ophthalmology,c5c2ce9f-0748-4ae5-94aa-d1de5800b65f
136,7635,88444673,Paediatrics,58f08cca-51ff-4542-9b23-e3c1b606eaa2
137,7636,86802160,Cardiology,3e15cfd9-154b-4119-9aa4-9eaa03f913c8
138,7637,98324103,Internal Medicine,64b0a04c-ffb6-44cc-a7eb-da7d20f4670e
139,7638,85636634,Orthopaedics,47540fac-c8c9-4e80-9a8e-3ad1865dd061
140,7639,90348309,Orthopaedics,74bea522-3e44-441b-96ca-2e4ee03b288d
141,7640,95506596,Obstetrics and Gynaecology (O&G),ba1bfb02-9589-437a-b07a-1c4e9085f239
142,7641,83874794,Ophthalmology,2a9dff21-b011-4eed-9a2e-99b1e9b6a18a
143,7642,84913301,Family Medicine,1a4635ab-5876-4516-b386-a4bce08a30d0
144,7643,87816542,Cardiology,9ff3ab10-3ea5-4a7c-b8fa-55d56ab72289
145,7644,91563791,Paediatrics,8f87c09f-36c3-4ee2-9e93-c130a89d6340
146,7645,92222618,Cardiology,018ee3ec-6eaf-4691-be70-f1aecca8d612
147,7646,82516736,General Practitioner,2ab0d756-1836-41da-bb90-009fb3fee948
148,7647,87708122,Ophthalmology,67fdba91-339d-4848-a66f-bc9e42919076
149,7648,93633246,Otorhinolaryngology (ENT),457addc9-f91e-4f40-af4c-afa500028ee3
150,7649,93256624,Dermatology,12102fb3-3142-4210-b304-239b7af7fbbf
151,7650,94542578,Cardiology,59b45614-2e98-48fc-891d-d36ab2eedf76
152,7651,86111867,Ophthalmology,f1e8f6e8-c785-49de-96fe-9462c3a9dc5f
153,7652,91216320,General Practitioner,56817457-d514-4c46-867a-51b0a07e0759
154,7653,97747259,Internal Medicine,7e80de17-f531-44e4-b73a-53edf6979090
155,7654,88659622,General Practitioner,69ff8b9c-98f3-4532-b934-c29f1c23fd3e
156,7655,83765221,Paediatrics,41d66af3-9852-4d16-bc70-90409eb07dd8
157,7656,96627605,Internal Medicine,3e620ae8-d8cb-4ad1-8435-ba8265252c87
158,7657,86741630,Ophthalmology,c6e363b0-47c9-4e45-a202-4b68daba8b24
159,7658,88611698,Paediatrics,c216532d-f2cf-45b0-a7dc-10ddd0e349ea
160,7659,87216364,Internal Medicine,5f90737f-fa75-4c42-af36-60c9cbc9f868
161,7660,83482117,Paediatrics,4ec0cda4-422c-40e6-9aac-a520c52a48ea
162,7661,97055672,General Practitioner,2665b361-09ec-46eb-8f41-de1843ddbd13
163,7662,87228684,Orthopaedics,e1050bac-ec18-4ad3-b0aa-530ab8b694b7
164,7663,83063997,Internal Medicine,d1add313-b0e9-4c63-881a-ba2e8e26f4cf
165,7664,81399109,Orthopaedics,a9f0b8f8-e00f-4e4d-a18c-c6f2afb81f89
166,7665,93329079,Cardiology,4fb4fbdc-0489-43d4-80ed-4c9837c7d610
167,7666,96383558,Otorhinolaryngology (ENT),267b3740-5544-436d-a013-03751131bffc
168,7667,98308332,Obstetrics and Gynaecology (O&G),96da9647-8fb1-47ec-8119-6a6c7c1fb48b
169,7668,99745037,Internal Medicine,576bf56c-53e9-4006-971a-124e364119db
170,7669,91530359,General Practitioner,47f0532c-64cd-414c-96a7-a8d12671be6b
171,7670,97178959,General Practitioner,cfdec376-e44d-4548-8e33-496a5093eda6
172,7671,88318459,Paediatrics,6316e1c5-0e0c-4df0-a09c-34a83c715b3d
173,7672,95981649,Paediatrics,526e3908-0c07-4840-8eb4-22e37e6f69d3
174,7673,91975590,Otorhinolaryngology (ENT),71461f5d-ed4b-4ece-81a9-1ebaf1d72126
175,7674,97335965,Paediatrics,03faff23-d18f-4fed-827e-054c85c04d29
176,7675,85553519,Ophthalmology,bd3d28f3-c779-485d-bbd2-8354737b8446
177,7676,97707730,Otorhinolaryngology (ENT),27354aeb-ff9d-48c8-8a6f-94b4b8743b22
178,7677,96141142,General Practitioner,276bd154-1f15-4542-b140-607d151e3065
179,7678,89645388,Orthopaedics,97949b63-9c97-41ae-bc1f-c37945c3fde5
180,7679,94570952,Obstetrics and Gynaecology (O&G),fe1abfc3-c1e9-4a64-8750-8d388e8d1eee
181,7680,87700952,Family Medicine,cdb08526-0ea3-44b9-8f85-5d959f77e5f2
182,7681,89488680,Otorhinolaryngology (ENT),de4c5598-6f45-4f78-afc3-1e8b758c190b
183,7682,98001009,Internal Medicine,b9101233-70da-4619-9f5a-a8fd0ba8215f
184,7683,95343467,Otorhinolaryngology (ENT),ffa25b3b-f83a-4d39-b409-4ef4fa9a30b6
185,7684,92449445,General Practitioner,63c1191d-03f4-4e68-b460-8957bd898715
186,7685,89314839,Internal Medicine,84451a00-1561-48e1-850c-0cc87ba5c005
187,7686,92179208,General Practitioner,ce16037e-d535-4d38-a7fa-0fec7886fade
188,7687,90577731,Paediatrics,377ef281-a8cf-461b-bc37-23d5d245cdcc
189,7688,98574056, Gynaecology (O&G),e59823f5-a8af-4cb6-ba8c-e31320a51180
190,7689,92368377,Paediatrics,92539714-08da-4c58-8544-bc8252c1afdb
191,7690,90912306,Cardiology,98821906-c020-4095-9700-a008dc20dbc8
192,7691,93225590,Family Medicine,e877a06d-ed5d-47be-a5cc-713adb8e7e76
193,7692,91584083,Dermatology,10de4a39-364e-47a8-a8fa-f84c5546b1b1
194,7693,96940812,Otorhinolaryngology (ENT),298321b9-04cd-487b-a529-8880e4968ccb
195,7694,92519518,Internal Medicine,d32f1904-2ae8-4c06-b82e-236deeb9753a
196,7695,91238178,Ophthalmology,721882ec-6de5-4ec4-b453-8bda414d632e
197,7696,88377530,Dermatology,0c672100-4297-4d03-8445-3a61ae318865
198,7697,95718408,General Practitioner,e49b075b-f6c0-40c8-b8e3-6f64a8c93d76
199,7698,88575712,Orthopaedics,361e55e8-547b-4199-9a03-e499a0c8bb07
200,7699,92896538,Obstetrics and Gynaecology (O&G),7ee69f9e-e742-41b5-ae0f-aff7dd97fb2d
201,7700,80819398,Family Medicine,1dbb87f2-eaff-471f-82f2-67709611767f
202,7701,91346092,General Practitioner,a9744f67-5579-4df7-b45f-d277bd0d7502
203,7702,84817330,Dermatology,b864cef6-c7c8-4c27-a376-9be2c5c83190
204,7703,87764353,Cardiology,9e8da070-eac5-48f5-896c-879897e6e83d
205,7704,96691442,Obstetrics and Gynaecology (O&G),5b31cef5-3375-405b-ae92-644603bba5bc
206,7705,95552787,Obstetrics and Gynaecology (O&G),6c2b67b0-03c6-4775-a990-19c6ce79dca7
207,7706,85775174,Ophthalmology,9c0c94dd-cf5d-4c2c-9609-e0b95d0c9f2e
208,7707,96528005,Obstetrics and Gynaecology (O&G),84e30cc2-5cc1-49e4-85f5-0ee52f2f4fc0
209,7708,89781937,Ophthalmology,a753cffb-31b9-4ae3-aa7a-4fe9227b18b4
210,7709,99273688,Paediatrics,a3dda3f7-95e4-4f34-8b94-f5bf660d9c3c
211,7710,90674454,Dermatology,48121565-5c9d-4e11-840f-7ada99e93877
212,7711,86881381,Ophthalmology,15c23869-c1d7-40e0-82ef-1b8a73dfa518
213,7712,80586272,Otorhinolaryngology (ENT),04b89869-f229-4c72-9593-3c7c1550991a
214,7713,91467108,Dermatology,094ad7f3-4d08-4225-ac5f-fa5ef5d24b19
215,7714,91486888,Otorhinolaryngology (ENT),a071bf72-d424-4dea-b97d-303b4dc96ba5
216,7715,81020822,Dermatology,93249ad0-b107-4cae-9325-9c06dd5c05da
217,7716,81201195,General Practitioner,6fa45e72-48c3-4d69-9f2a-7789bfad5ea9
218,7717,98950878,Otorhinolaryngology (ENT),a4feef9e-d6b0-4c0a-a93e-d34ae73d327a
219,7718,83127431,Otorhinolaryngology (ENT),218897f2-83f3-438e-907e-7a4da0dfca91
220,7719,81504365,Family Medicine,29047603-332d-4c73-821f-42159aa31844
221,7720,90892863,Otorhinolaryngology (ENT),821d556a-8052-41eb-b63d-148d66536cf3
222,7721,87263141,Family Medicine,7764ad5b-95c0-4510-95f6-c44ce4a45f42
223,7722,89647378,Otorhinolaryngology (ENT),57463136-763e-4a2c-b972-f515bbe3bd6f
224,7723,82068366,Ophthalmology,eb147222-2f9c-45d0-a1bc-b773534a99fb
225,7724,81602925,Cardiology,3d73e4c8-c41d-4348-bd12-7bcdbe1c36e5
226,7725,95999267,Ophthalmology,80d05de8-ad81-4af4-ac57-94857c0b99c2
227,7726,81193924,Cardiology,6c79b591-f922-4d23-b810-a62ba2b77851
228,7727,82968019,Family Medicine,08aafd02-2f34-4dcb-9b88-78f02e486c44
229,7728,91301827,Family Medicine,049dcc0d-ec6c-47b9-90bc-fd722acc6861
230,7729,80440284,Orthopaedics,16c85943-a838-4d93-8696-c7780dfba06d
231,7730,96295167,General Practitioner,260fed0b-3e92-4d34-a6a3-1c84105fbbb5
232,7731,94711126,Internal Medicine,acd022e0-3038-4179-9093-dd02db7d45d5
233,7732,85058361,Internal Medicine,a4822636-f8a5-4952-a0b0-018d0fe86610
234,7733,81126948,Cardiology,66762c8a-b2a4-4e80-a27e-58d72b24db2f
235,7734,90506356,Obstetrics and Gynaecology (O&G),986b3c24-114f-4ef7-a2e2-38499ad4edd1
236,7735,87543662,Otorhinolaryngology (ENT),a2893fa3-9a8d-4226-8460-80d14e1afcfe
237,7736,85087672,Paediatrics,c112e9eb-4c49-4e62-9f7e-d600a51e8bfe
238,7737,99425095,General Practitioner,24f4f3e6-792f-4f86-a5fe-6d02dc5518e9
239,7738,83035957,Family Medicine,c7e0c50f-8884-44b6-9c0e-581f716add9c
240,7739,99330452,General Practitioner,cf29eec2-36dc-405a-9eec-626695091045
241,7740,99974658,Ophthalmology,2759c5bc-b09e-4d51-b82d-7c92f77be915
242,7741,98307099,Paediatrics,7e7cfe7f-7986-4047-95f9-095ce484a4a6
243,7742,91841892,General Practitioner,21750594-7abb-4a74-a4fa-5678042ebf79
244,7743,84279327,Ophthalmology,b79c30ba-cd20-4322-a921-2e1298698215
245,7744,82916212,Otorhinolaryngology (ENT),f42f4b22-a44d-40f8-81c0-6b96b52209e0
246,7745,83764038,Dermatology,fadff1cc-91a9-4832-81a8-1e3b0663bf7e
247,7746,90853706,Orthopaedics,2c2d5053-e8c2-4bb3-9e43-843eb40caea5
248,7747,82213468,Obstetrics and Gynaecology (O&G),7ae12b31-f2b9-4f89-a3d9-8368422dce1b
249,7748,90565658,Cardiology,6931a3be-28e3-45a8-9984-c3c622202501
250,7749,81987884,Dermatology,ecc97672-7099-4232-a6d3-d076622b1ca9
251,7750,88677489,Orthopaedics,9f9e50b6-1e62-4ea0-bc66-0fad35218bbe
252,7751,98084194,Otorhinolaryngology (ENT),5c685c15-3694-4c3a-ae20-d4ca8584edb0
253,7752,88100468,General Practitioner,d46a693b-a8fe-4210-8e5a-3816ea0d88cd
254,7753,87018470,Dermatology,f292887d-240d-4c5e-ba18-545df997481b
255,7754,94404004,Orthopaedics,3cf83116-8000-4f1f-9bb7-66cba1292e04
256,7755,86557298,Paediatrics,120e9630-1020-4f04-a553-0f25213ebf14
257,7756,96352151,Obstetrics and Gynaecology (O&G),106337a3-ab53-45b0-b6da-125ab58fb0d3
258,7757,87620260,Internal Medicine,8bc9aee9-54cc-4758-b61c-2458fcf3f2f2
259,7758,81482707,Family Medicine,8c133e96-e67a-44ba-b4c6-713ac238af02
260,7759,85916617,Family Medicine,c91506f5-4330-432f-92bf-fe85630e77ae
261,7760,89358451,Paediatrics,5c3407fb-ba24-4664-bc31-2513dd9845c9
262,7761,89793581,Otorhinolaryngology (ENT),f2b1b27d-1041-461f-8e0c-46b589c80824
263,7762,90883776,Orthopaedics,cf2b61c7-a58d-4c88-96af-68a25713b823
264,7763,90378772,General Practitioner,0b42b9fe-2afa-4e1c-912f-3e1d8d7d805e
265,7764,92169428,General Practitioner,197a87f6-7492-48b4-a879-da09707ad783
266,7765,90401003,Ophthalmology,6b4c53b3-8f63-4e18-a845-fa7f90887bee
267,7766,83527359,Otorhinolaryngology (ENT),ad4830ad-e1ff-45c1-b887-21c5b7de2fed
268,7767,84627650,Orthopaedics,ef7a77b3-2266-4845-9f99-3b96aabf97b7
269,7768,82743081,Obstetrics and Gynaecology (O&G),925cb0d8-ba6e-4dca-9ed6-5a9880de99be
270,7769,90087105,Cardiology,4e433f53-65eb-422a-b31f-c4e26ae81a3b
271,7770,85655435,Ophthalmology,5da1cfaa-75af-4be3-aef9-8c602b60fbe9
272,7771,85690843,Otorhinolaryngology (ENT),ffc73524-f49a-4230-90d7-b65e51116ebe
273,7772,82048597,Orthopaedics,63cbc075-fb53-4aae-a81c-0dbe2e3e124a
274,7773,88762361,Orthopaedics,7943e8d3-a3e1-4d8e-96e7-6fc89cf1d958
275,7774,82410918,Cardiology,7779ec58-ab72-455b-80c5-41ebc9e5a22d
276,7775,98130531,General Practitioner,69781193-9378-414a-bff5-6d7e0d5e00e4
277,7776,84475776,Paediatrics,6e18c05d-dcaf-4ab6-b17d-eacdc22956bf
278,7777,90887537,Orthopaedics,bda571be-220a-4b73-872a-ee5465253817
279,7778,99242253,Dermatology,187816ff-8b4c-4bf2-b8e8-1ca8f3d1bdb6
280,7779,97810068,Orthopaedics,3b2e4bd6-3e78-4a1f-9604-79db94efe4af
281,7780,92213290,Orthopaedics,3909b076-29f7-482b-a1ed-2781172fce9b
282,7781,86128457,Otorhinolaryngology (ENT),5cde2c46-07c8-4fc7-82bf-3a98c8c3950f
283,7782,98172726,Cardiology,908e75c6-298b-4bf8-ad29-3f5a8be44aeb
284,7783,98461303,General Practitioner,b82959fd-1f49-40ce-854d-f328e9ee15b4
285,7784,94147304,Internal Medicine,4f729f29-e052-4552-9fee-d4490f8a1488
286,7785,88292666,Obstetrics and Gynaecology (O&G),24b23ab1-206f-490e-8899-478b8cfe0017
287,7786,83083244,Otorhinolaryngology (ENT),12887a32-5fe9-4c35-8720-bc3db4804eb0
288,7787,88164070,Cardiology,0d4ebafb-bc72-4c4a-93b0-7d0c7b1740db
289,7788,97374083,Family Medicine,31ef42d3-fd94-482e-9186-1b0113e043e3
290,7789,98402023,General Practitioner,31502bcb-a8dc-4819-8ebc-89c1c76688ac
291,7790,99144351,Paediatrics,a3883395-ca9b-4266-934a-e44d34be6fb1
292,7791,87188726,Obstetrics and Gynaecology (O&G),ae9c390e-1dc1-438d-a84a-5908dfa5db56
293,7792,99955594,Orthopaedics,a6756380-ef95-4fc8-8971-b506d8c5ddbc
294,7793,90368559,Ophthalmology,f5c65768-93bb-47f0-ade2-6af2fc40e908
295,7794,91218201,Dermatology,0c82001d-7628-4f8f-ad37-a42633e3fffc
296,7795,91992063,Cardiology,d9072b8d-6c3c-47e9-af40-309c6fd9145c
297,7796,92166370,Orthopaedics,f95d1715-57b4-46c3-85cc-d7fb4500486e
298,7797,85514180,Obstetrics and Gynaecology (O&G),09b1bd03-9b04-457a-888b-946e5c03b55f
299,7798,85442778,Otorhinolaryngology (ENT),9f9b3971-86b3-4726-85c3-40a7ad02578e
300,7799,86151336,Obstetrics and Gynaecology (O&G),10641aa6-112a-4cbc-b22e-8df87f6757ca
301,7800,97402394,Obstetrics and Gynaecology (O&G),8608e1a4-5d71-46a2-ac23-948252be60d8
302,7801,88280084,Internal Medicine,ad296d71-e919-4132-960f-fc5bc58ae6d0
303,7802,82440399,Cardiology,d5af3213-6f85-40b0-b3ba-2384bece7049
304,7803,88482592,Otorhinolaryngology (ENT),f50f7979-ae48-4bef-bd23-d94178cbad5b
305,7804,82422486,General Practitioner,7472b3d5-c339-4f05-8bb6-0dfe61ec2b5a
306,7805,82262127,Orthopaedics,14f5ac6b-06e4-4ad0-99c1-6d8f6136d13b
307,7806,89135340,Obstetrics and Gynaecology (O&G),ef8f8af2-f9dc-4743-b55b-f74440f9942e
